Bigram                                                     Count                              P(Without Smoothing)                         P(Add-one Smoothing)                         
('1990', 'transportation')                                      1                                          0.2                       0.00011928192282459593
('transportation', 'bill')                                      1                                          0.1                       0.00011924636298592893
('bill', 'within')                                              1                                         0.25                       0.00011928903733746869
('within', 'Mr.')                                               1                        0.0056179775280898875                        0.0001180637544273908
('Mr.', 'Lautenberg')                                           1                                          0.5                       0.00011930326890956812
('Lautenberg', "'s")                                            1                        0.0025974025974025974                        0.0001166384790342334
('jurisdiction', ',')                                           1                        0.0004940711462450593                       0.00010646225912913872
('the', 'final')                                                2                           0.6666666666666666                        0.0001789442290486132
('final', 'compromise')                                         1                           0.3333333333333333                       0.00011929615269907546
('compromise', 'is')                                            1                           0.0053475935828877                       0.00011800106200955809
('is', 'laced')                                                 1                                          1.0                       0.00011931038596909861
('laced', 'with')                                               1                         0.009174311926605505                        0.0001185466184577085
('$', '205')                                                    1                                          1.0                       0.00011931038596909861
('in', 'road')                                                  2                           0.0425531914893617                        0.0001784758165268606
('road', 'projects')                                            1                                         0.25                       0.00011928903733746869
('projects', 'earmarked')                                       1                                          1.0                       0.00011931038596909861
('earmarked', 'by')                                             1                         0.007407407407407408                       0.00011836420666390484
('by', 'members')                                               1                                        0.025                       0.00011903344839900012
('members', 'as')                                               1                         0.006666666666666667                       0.00011825922421948912
('as', 'funds')                                                 1                                          0.1                       0.00011924636298592893
('funds', 'sought')                                             1                                          0.5                       0.00011930326890956812
('by', 'major')                                                 1                                          0.1                       0.00011924636298592893
('major', 'airports')                                           1                                          1.0                       0.00011931038596909861
('airports', ',')                                               1                        0.0004940711462450593                       0.00010646225912913872
('including', 'Denver')                                         1                                          1.0                       0.00011931038596909861
('Denver', '.')                                                 1                         0.001001001001001001                       0.00011260627216935983
('``', 'There')                                                 4                           0.5714285714285714                        0.0002981692408611128
('There', "'s")                                                 3                         0.007792207792207792                        0.0002332769580684668
('not', 'nearly')                                               1                                          0.5                       0.00011930326890956812
('nearly', 'as')                                                1                         0.006666666666666667                       0.00011825922421948912
('froth', ',')                                                  1                        0.0004940711462450593                       0.00010646225912913872
('John', 'Bogle')                                               1                                          1.0                       0.00011931038596909861
('Bogle', ',')                                                  1                        0.0004940711462450593                       0.00010646225912913872
('of', 'Vanguard')                                              1                                          1.0                       0.00011931038596909861
('Vanguard', 'Group')                                           1                          0.05555555555555555                       0.00011918951132300358
('a', 'big')                                                    2                           0.2222222222222222                       0.00017888020988611293
('Valley', 'Forge')                                             1                                          1.0                       0.00011931038596909861
('Forge', ',')                                                  1                        0.0004940711462450593                       0.00010646225912913872
(',', 'Pa.')                                                    3                                          1.0                       0.00023859230539815092
('Pa.', ',')                                                    2                        0.0009881422924901185                       0.00015969338869370808
(',', 'fund')                                                   1                           0.1111111111111111                       0.00011925347325740862
('fund', 'company')                                             1                         0.006802721088435374                        0.0001182802058075581
('.', 'Small')                                                  1                                          0.5                       0.00011930326890956812
('investors', 'perceive')                                       1                                          1.0                       0.00011931038596909861
('perceive', 'that')                                            1                        0.0038910505836575876                       0.00011751571772724602
('big', 'operators')                                            1                                          1.0                       0.00011931038596909861
('operators', "''")                                             1                         0.004149377593360996                       0.00011762630124095747
("''", 'dominate')                                              1                                          1.0                       0.00011931038596909861
('dominate', 'the')                                             1                        0.0006993006993006993                       0.00010993843447669306
('said', 'Thomas')                                              1                          0.07142857142857142                       0.00011921793037672866
('Thomas', "O'Hara")                                            1                                          1.0                       0.00011931038596909861
("O'Hara", ',')                                                 1                        0.0004940711462450593                       0.00010646225912913872
('of', 'Investors')                                             1                           0.3333333333333333                       0.00011929615269907546
('Investors', 'and')                                            1                        0.0014771048744460858                       0.00011468547508458054
('and', 'head')                                                 2                          0.16666666666666666                       0.00017884821747943245
('exchange', "'s")                                              1                        0.0025974025974025974                        0.0001166384790342334
('Individual', 'Investors')                                     1                           0.3333333333333333                       0.00011929615269907546
('Investors', 'Advisory')                                       1                           0.3333333333333333                       0.00011929615269907546
('Advisory', 'Committee')                                       1                          0.05555555555555555                       0.00011918951132300358
('Committee', 'set')                                            1                                        0.125                       0.00011926058437686345
('set', 'up')                                                   3                                      0.09375                       0.00023818030248898416
('up', 'after')                                                 1                          0.03571428571428571                       0.00011911852293031566
('crash', '.')                                                  1                         0.001001001001001001                       0.00011260627216935983
('Sen.', 'Alan')                                                1                          0.14285714285714285                       0.00011926769634444511
('Alan', 'Dixon')                                               1                                          1.0                       0.00011931038596909861
('Dixon', '-LRB-')                                              1                         0.022222222222222223                       0.00011899803653239721
('-LRB-', 'D')                                                  1                                          1.0                       0.00011931038596909861
('D', ',')                                                      1                        0.0004940711462450593                       0.00010646225912913872
(',', 'Ill.')                                                   2                                          1.0                       0.00017895490336435218
('Ill.', '-RRB-')                                               1                         0.022222222222222223                       0.00011899803653239721
('the', 'subcommittee')                                         2                          0.16666666666666666                       0.00017884821747943245
('consumer', 'and')                                             1                        0.0014771048744460858                       0.00011468547508458054
('and', 'regulatory')                                           1                                          0.5                       0.00011930326890956812
('regulatory', 'affairs')                                       1                                          0.5                       0.00011930326890956812
('affairs', ',')                                                1                        0.0004940711462450593                       0.00010646225912913872
('not', 'a')                                                    2                         0.003436426116838488                       0.00017297047970479704
('a', 'statistician')                                           1                                          1.0                       0.00011931038596909861
('statistician', '.')                                           1                         0.001001001001001001                       0.00011260627216935983
('But', 'Mr.')                                                  1                        0.0056179775280898875                        0.0001180637544273908
('Mr.', 'Guber')                                                1                                          1.0                       0.00011931038596909861
('Guber', 'figured')                                            1                                          1.0                       0.00011931038596909861
('figured', 'that')                                             1                        0.0038910505836575876                       0.00011751571772724602
('that', 'Warner')                                              1                                         0.25                       0.00011928903733746869
('Warner', 'Communications')                                    1                                         0.25                       0.00011928903733746869
('Communications', 'Inc.')                                      1                           0.0196078431372549                       0.00011895557009456968
('Inc.', 'chairman')                                            1                        0.0018050541516245488                        0.0001155001155001155
('chairman', 'Steven')                                          1                                          0.5                       0.00011930326890956812
('Ross', ',')                                                   2                        0.0009881422924901185                       0.00015969338869370808
('would', 'empathize')                                          1                                          1.0                       0.00011931038596909861
('empathize', 'and')                                            1                        0.0014771048744460858                       0.00011468547508458054
('and', 'let')                                                  1                                         0.25                       0.00011928903733746869
('the', 'producers')                                            1                                          1.0                       0.00011931038596909861
('producers', 'go')                                             1                          0.16666666666666666                       0.00011927480916030534
('go', ',')                                                     1                        0.0004940711462450593                       0.00010646225912913872
(',', 'knowing')                                                1                                          1.0                       0.00011931038596909861
('knowing', 'the')                                              1                        0.0006993006993006993                       0.00010993843447669306
('the', 'Sony')                                                 1                                          1.0                       0.00011931038596909861
('``', 'the')                                                   4                         0.002797202797202797                       0.00027484608619173266
('the', 'culmination')                                          1                                          1.0                       0.00011931038596909861
('culmination', 'of')                                           1                        0.0010660980810234541                       0.00011299435028248587
('life', "'s")                                                  1                        0.0025974025974025974                        0.0001166384790342334
("'s", 'work')                                                  1                          0.08333333333333333                        0.0001192321449862883
('work', '.')                                                   1                         0.001001001001001001                       0.00011260627216935983
('Robert', 'D.')                                                2                          0.06666666666666667                       0.00017865650309671272
('D.', 'Krebs')                                                 2                                          1.0                       0.00017895490336435218
('Krebs', ',')                                                  2                        0.0009881422924901185                       0.00015969338869370808
('Fe', "'s")                                                    1                        0.0025974025974025974                        0.0001166384790342334
(',', 'argues')                                                 1                                          1.0                       0.00011931038596909861
('argues', 'that')                                              1                        0.0038910505836575876                       0.00011751571772724602
('that', 'since')                                               1                          0.07142857142857142                       0.00011921793037672866
('since', 'its')                                                1                         0.007751937984496124                       0.00011840625185009768
('its', 'businesses')                                           1                                          0.2                       0.00011928192282459593
('businesses', 'are')                                           1                          0.01639344262295082                       0.00011888486001307734
('are', 'valued')                                               1                                         0.25                       0.00011928903733746869
('valued', 'in')                                                1                         0.002785515320334262                       0.00011681560656503709
('different', 'ways')                                           1                                          0.5                       0.00011930326890956812
('ways', ',')                                                   1                        0.0004940711462450593                       0.00010646225912913872
('the', 'sum')                                                  1                                          1.0                       0.00011931038596909861
('sum', 'of')                                                   1                        0.0010660980810234541                       0.00011299435028248587
('the', 'parts')                                                1                                          0.5                       0.00011930326890956812
('parts', 'may')                                                1                          0.05263157894736842                       0.00011918240867647935
('be', 'greater')                                               1                           0.3333333333333333                       0.00011929615269907546
('greater', 'than')                                             1                         0.037037037037037035                       0.00011912561796414319
('than', 'the')                                                 3                         0.002097902097902098                       0.00021987686895338611
('the', 'whole')                                                1                           0.3333333333333333                       0.00011929615269907546
("''", 'Backer')                                                1                                          1.0                       0.00011931038596909861
('Backer', 'Spielvogel')                                        1                           0.3333333333333333                       0.00011929615269907546
('Spielvogel', 'Bates')                                         1                                          0.5                       0.00011930326890956812
('Bates', 'Worldwide')                                          1                                          1.0                       0.00011931038596909861
('Worldwide', 'named')                                          1                         0.017543859649122806                        0.0001189131339556454
('named', 'Mr.')                                                1                        0.0056179775280898875                        0.0001180637544273908
('Mr.', 'Achenbaum')                                            1                                          1.0                       0.00011931038596909861
('Achenbaum', ',')                                              1                        0.0004940711462450593                       0.00010646225912913872
('62', ',')                                                     2                        0.0009881422924901185                       0.00015969338869370808
('of', 'professional')                                          1                                          0.5                       0.00011930326890956812
('professional', 'services')                                    1                          0.07692307692307693                       0.00011922503725782414
(',', 'reporting')                                              1                                          0.5                       0.00011930326890956812
('reporting', 'directly')                                       1                                          1.0                       0.00011931038596909861
('directly', 'to')                                              1                        0.0015408320493066256                       0.00011486990982712079
('to', 'Carl')                                                  1                                          0.5                       0.00011930326890956812
('Spielvogel', ',')                                             1                        0.0004940711462450593                       0.00010646225912913872
('``', 'He')                                                    3                          0.08571428571428572                       0.00023813776269571946
('He', 'would')                                                 1                         0.011627906976744186                       0.00011870845204178538
('would', ',')                                                  1                        0.0004940711462450593                       0.00010646225912913872
('agrees', 'the')                                               2                        0.0013986013986013986                       0.00016490765171503957
('He', 'has')                                                   2                         0.022222222222222223                       0.00017802041300735816
('has', 'never')                                                1                           0.3333333333333333                       0.00011929615269907546
('never', 'met')                                                1                                         0.25                       0.00011928903733746869
('met', 'Lynn')                                                 1                                          1.0                       0.00011931038596909861
('Lynn', 'Williams')                                            1                                          0.5                       0.00011930326890956812
('Williams', ',')                                               2                        0.0009881422924901185                       0.00015969338869370808
('the', 'United')                                               1                          0.14285714285714285                       0.00011926769634444511
('United', 'Steelworkers')                                      1                                          1.0                       0.00011931038596909861
('Steelworkers', 'union')                                       1                                          0.1                       0.00011924636298592893
('and', 'is')                                                   2                           0.0106951871657754                       0.00017700159301433713
("n't", 'active')                                               1                           0.3333333333333333                       0.00011929615269907546
('active', 'in')                                                2                         0.005571030640668524                       0.00017522340984755565
('the', 'industry')                                             4                           0.3333333333333333                       0.00029808036246572073
("'s", 'main')                                                  2                                          0.4                        0.0001789228842368939
('main', 'trade')                                               1                           0.3333333333333333                       0.00011929615269907546
('trade', 'group')                                              1                         0.022727272727272728                       0.00011900511722004047
('American', 'Iron')                                            1                                          1.0                       0.00011931038596909861
('Iron', 'and')                                                 1                        0.0014771048744460858                       0.00011468547508458054
('and', 'Steel')                                                1                                          0.5                       0.00011930326890956812
('Steel', 'Institute')                                          1                                          0.2                       0.00011928192282459593
('Institute', ',')                                              1                        0.0004940711462450593                       0.00010646225912913872
('Mr.', 'Roderick')                                             1                                          0.5                       0.00011930326890956812
('Roderick', 'served')                                          1                                          0.2                       0.00011928192282459593
('served', 'as')                                                3                                         0.02                       0.00023651844843897824
('An', 'estimated')                                             2                                          0.4                        0.0001789228842368939
('estimated', '$')                                              3                                         0.03                       0.00023721978412999644
('$', '321')                                                    2                                          1.0                       0.00017895490336435218
('321', 'million')                                              2                         0.038461538461538464                       0.00017842274295230164
('provided', 'to')                                              1                        0.0015408320493066256                       0.00011486990982712079
('to', 'maintain')                                              3                                         0.75                       0.00023857807467493738
('maintain', 'the')                                             2                        0.0013986013986013986                       0.00016490765171503957
('the', 'program')                                              2                          0.16666666666666666                       0.00017884821747943245
('program', ',')                                                2                        0.0009881422924901185                       0.00015969338869370808
('but', 'Mr.')                                                  2                         0.011235955056179775                        0.0001770956316410862
('Mr.', 'Rudman')                                               1                                          0.5                       0.00011930326890956812
('Rudman', 'also')                                              1                         0.017857142857142856                       0.00011892020454275182
('also', 'succeeded')                                           1                          0.16666666666666666                       0.00011927480916030534
('succeeded', 'in')                                             1                         0.002785515320334262                       0.00011681560656503709
('attaching', 'language')                                       1                           0.3333333333333333                       0.00011929615269907546
('language', 'seeking')                                         1                          0.16666666666666666                       0.00011927480916030534
('seeking', 'to')                                               2                        0.0030816640986132513                       0.00017230486474068118
('to', 'curb')                                                  1                           0.3333333333333333                       0.00011929615269907546
('curb', 'the')                                                 2                        0.0013986013986013986                       0.00016490765171503957
('the', 'authority')                                            1                           0.3333333333333333                       0.00011929615269907546
('authority', 'of')                                             1                        0.0010660980810234541                       0.00011299435028248587
('until', 'new')                                                1                         0.015151515151515152                        0.0001188495364868077
('new', 'members')                                              1                                        0.025                       0.00011903344839900012
('members', 'are')                                              1                          0.01639344262295082                       0.00011888486001307734
('are', 'confirmed')                                            1                                          0.5                       0.00011930326890956812
('confirmed', '.')                                              1                         0.001001001001001001                       0.00011260627216935983
('.', 'Ironically')                                             1                                          1.0                       0.00011931038596909861
('Ironically', ',')                                             1                        0.0004940711462450593                       0.00010646225912913872
('Mr.', 'Greenspan')                                            2                           0.2857142857142857                       0.00017890154451666765
('Greenspan', 'was')                                            1                         0.005714285714285714                       0.00011808466670602822
('scheduled', 'to')                                             1                        0.0015408320493066256                       0.00011486990982712079
('the', 'same')                                                 4                                          1.0                        0.0002982225933436717
('same', 'convention')                                          1                                          0.5                       0.00011930326890956812
('in', 'Dallas')                                                1                                          0.2                       0.00011928192282459593
('Dallas', 'on')                                                2                         0.013333333333333334                       0.00017738883632923368
('on', 'Oct.')                                                  4                           0.3333333333333333                       0.00029808036246572073
('Oct.', '20')                                                  1                                          0.2                       0.00011928192282459593
('20', ',')                                                     1                        0.0004940711462450593                       0.00010646225912913872
(',', '1987')                                                   1                           0.1111111111111111                       0.00011925347325740862
('1987', '.')                                                   2                         0.002002002002002002                       0.00016890940825403975
('Mr.', 'Drabinsky')                                            1                           0.3333333333333333                       0.00011929615269907546
('Drabinsky', 'and')                                            1                        0.0014771048744460858                       0.00011468547508458054
('and', 'Vice')                                                 2                                          0.5                       0.00017893355600620304
('Vice', 'Chairman')                                            2                          0.13333333333333333                        0.0001788162365142755
('Chairman', 'Myron')                                           1                                          1.0                       0.00011931038596909861
('Myron', 'Gottlieb')                                           1                                          1.0                       0.00011931038596909861
('Gottlieb', 'are')                                             1                          0.01639344262295082                       0.00011888486001307734
('negotiating', 'financing')                                    1                          0.16666666666666666                       0.00011927480916030534
('financing', 'before')                                         1                          0.05555555555555555                       0.00011918951132300358
('before', 'offering')                                          1                          0.16666666666666666                       0.00011927480916030534
('offering', 'C$')                                              1                                          0.5                       0.00011930326890956812
('C$', '16.40')                                                 1                                          1.0                       0.00011931038596909861
('16.40', 'a')                                                  1                         0.001718213058419244                       0.00011531365313653136
('share', 'to')                                                 1                        0.0015408320493066256                       0.00011486990982712079
('acquire', 'all')                                              1                         0.058823529411764705                       0.00011919661481613922
('of', 'Cineplex')                                              1                                          0.5                       0.00011930326890956812
('Cineplex', "'s")                                              1                        0.0025974025974025974                        0.0001166384790342334
("'s", 'shares')                                                2                          0.07692307692307693                       0.00017869907076483203
('Mr.', 'McGovern')                                             2                                          1.0                       0.00017895490336435218
('McGovern', ',')                                               1                        0.0004940711462450593                       0.00010646225912913872
(',', '63')                                                     5                                          1.0                        0.0003578457684737878
('63', ',')                                                     4                         0.001976284584980237                        0.0002661556478228468
('under', 'intense')                                            1                                          1.0                       0.00011931038596909861
('intense', 'pressure')                                         1                          0.14285714285714285                       0.00011926769634444511
('pressure', 'from')                                            1                         0.012195121951219513                       0.00011873664212776063
('to', 'boost')                                                 1                                          1.0                       0.00011931038596909861
('boost', 'Campbell')                                           1                                          0.5                       0.00011930326890956812
('Campbell', "'s")                                              2                         0.005194805194805195                        0.0001749577185513501
("'s", 'mediocre')                                              1                                          1.0                       0.00011931038596909861
('performance', 'to')                                           1                        0.0015408320493066256                       0.00011486990982712079
('the', 'level')                                                1                                          0.2                       0.00011928192282459593
('level', 'of')                                                 1                        0.0010660980810234541                       0.00011299435028248587
('of', 'other')                                                 1                          0.02857142857142857                       0.00011906888134785973
('other', 'food')                                               1                                          0.5                       0.00011930326890956812
('food', 'companies')                                           1                          0.06666666666666667                       0.00011921082434285033
('companies', '.')                                              2                         0.002002002002002002                       0.00016890940825403975
('.', 'By')                                                     1                                          1.0                       0.00011931038596909861
('By', 'the')                                                   1                        0.0006993006993006993                       0.00010993843447669306
('the', 'end')                                                  5                                        0.625                       0.00035778175313059033
(',', '63-year-old')                                            1                                          0.5                       0.00011930326890956812
('63-year-old', 'Chairman')                                     1                          0.06666666666666667                       0.00011921082434285033
('Chairman', 'Silas')                                           1                                          1.0                       0.00011931038596909861
('Silas', 'Cathcart')                                           1                                          0.5                       0.00011930326890956812
('Cathcart', '--')                                              1                         0.038461538461538464                       0.00011913271384322135
('the', 'former')                                               2                          0.07407407407407407                       0.00017868842694621477
('Illinois', 'Tool')                                            1                                          1.0                       0.00011931038596909861
('Tool', 'Works')                                               1                                          1.0                       0.00011931038596909861
('Works', 'who')                                                1                          0.01020408163265306                       0.00011862396204033214
('was', 'derided')                                              1                                          1.0                       0.00011931038596909861
('derided', 'as')                                               1                         0.006666666666666667                       0.00011825922421948912
('``', 'tool-and-die')                                          1                                          1.0                       0.00011931038596909861
('tool-and-die', 'man')                                         1                                          0.2                       0.00011928192282459593
('man', "''")                                                   1                         0.004149377593360996                       0.00011762630124095747
("''", 'when')                                                  1                          0.03571428571428571                       0.00011911852293031566
('GE', 'brought')                                               1                                         0.25                       0.00011928903733746869
('brought', 'him')                                              1                          0.07142857142857142                       0.00011921793037672866
('him', 'in')                                                   1                         0.002785515320334262                       0.00011681560656503709
('in', 'to')                                                    1                        0.0015408320493066256                       0.00011486990982712079
('to', 'clean')                                                 1                                          1.0                       0.00011931038596909861
('clean', 'up')                                                 1                                      0.03125                       0.00011909015124449208
('up', 'Kidder')                                                1                                         0.25                       0.00011928903733746869
('Kidder', 'in')                                                1                         0.002785515320334262                       0.00011681560656503709
('1987', '--')                                                  1                         0.038461538461538464                       0.00011913271384322135
('--', 'retires')                                               1                                          0.5                       0.00011930326890956812
('retires', 'to')                                               1                        0.0015408320493066256                       0.00011486990982712079
('his', 'Lake')                                                 1                                          1.0                       0.00011931038596909861
('Forest', ',')                                                 1                        0.0004940711462450593                       0.00010646225912913872
('Ill.', ',')                                                   1                        0.0004940711462450593                       0.00010646225912913872
('home', ',')                                                   1                        0.0004940711462450593                       0.00010646225912913872
(',', 'possibly')                                               1                                          0.5                       0.00011930326890956812
('possibly', 'to')                                              1                        0.0015408320493066256                       0.00011486990982712079
('a', 'shopping')                                               1                                          1.0                       0.00011931038596909861
('shopping', 'mall')                                            1                                          1.0                       0.00011931038596909861
('mall', 'on')                                                  1                         0.006666666666666667                       0.00011825922421948912
('on', 'some')                                                  1                         0.043478260869565216                       0.00011915400655347036
('some', 'land')                                                1                                          1.0                       0.00011931038596909861
('he', 'owns')                                                  1                                          0.2                       0.00011928192282459593
('owns', '.')                                                   1                         0.001001001001001001                       0.00011260627216935983
